Roll No	Name	Marks	
25560	D9P512SY4CDMX5GHDE	49
26414	P6UYHM7BMVDEK4BUG5	50
84407	M3HOQPL3IGVK0ZA1GG	21
36982	4FBN69HOUNHFGBCK26	12
75259	DFJIH3BUXVBLPWDBT4	85
42999	AIR53II1Y63S72HQOR	28
76767	TE2DHLMA9DHIC8ZH43	46
36754	CE1QLLOXJX1WI953EJ	23
26747	VSGPS5NBSD8RHXB45D	89
87419	9FQZREYD9IFU117UIX	71
40279	4KQR2B7C0BQ2MPYWXK	28
47320	4C60UF71MEHWB2KWYF	57
88025	T3N4DWJANU6EZHHKUE	64
49704	VTRMASG0BJL5LQRJN8	27
41023	OAXXJJEXIJHSIVQ42Z	27
62272	J39K0ZI7DA0C4Q6Q0Y	78
53896	N537W03P6ECFOP260F	84
16464	WCTCHAV1N8YAKUPGTX	60
70509	92XCM2E1IGQK34F2B2	78
54565	TH1GVEHKDR2Q2ZP1Y9	1
37070	K99KMHZ6OXQ2JA7BVZ	41
37736	T1CPREBK4AH6EU2RPK	68
73862	IPSMAL0HK63T9UW4XM	13
22883	OS8PDCNF8HF4GOGWGC	29
4992	DEL1IKGKFYBQ21EZYQ	6
2499	9JTAE0ANWURO8F7Q53	39
2019	H55TQ1BEJF13172J3Q	20
9464	5IQI2HKGD0IZ9FT48B	40
65289	XCGH9TE10HNFGAROJU	57
986	UWSODHHI4PS33R2JES	0
75214	ZY4V63631I4KWZ8H8P	80
39526	GV3OX76VFA8JMXBXZT	0
84131	82AUJYKTVAR9RAD1U3	13
85926	2CYMH09FEDK40RIBOS	87
58625	GFKVZXIWHXOB0GF5CJ	95
98895	7RBQXZUE4UOQW6E25T	52
76571	XAFT2BWXF0U6UNAYLN	81
71940	EO7YHTZG4SCK05CB3P	47
78829	WFMK22XT4Y9Q7OM89M	74
80951	KOBH4Q35O6WTEKE4JM	29
9201	M2W4BN3IFTXCGI0DVF	39
91408	Y7L2M1MJKSSQFA17WD	79
79344	L0N7U3WACSZCVFA9IG	64
58118	MQ6Q039XJMXVZE0NRC	82
31061	IOXXFK7AFG20GHGB3U	56
42570	OT7S9V476U4S9GM3O3	3
75453	ME9AXYZEQXA01DB080	49
88931	01L49PAY0RS9K7W1EM	58
75339	JJZ9XGOQXGYTSHT74S	16
26291	CGR2MDPPGDFH53PYCN	57
86648	VIMR1KJMPHD9QY3ZPS	13
77433	MICSFDIMP7WQPRFJU6	19
85927	3KE8LJ1GN619S353KL	20
15344	UASYE7S8QMNRPX4JDZ	54
84535	D4C0NP10B96B9BZ5HI	0
72949	S4PELUUHE6WOX49G1F	98
81713	6K7TBDCB2FC0AJIFHZ	29
49862	9FCB1G35GZ8ODM80EH	88
8577	RMV3OFT4WBLAPQISEH	1
25829	ES2HQFPDE7US2ZZ5G2	52
31554	2SKC7RLLUTT53OGV4S	83
55803	AABICDHQ0MB1Y5ZLI5	95
84274	D98VWCADKHA6H5BEOZ	74
85242	0NFN0J5RJIZVXW1N0R	40
42245	08X1RUEUM7H07GX11Z	17
36027	1GY4SSJE9HZYT4HIUI	65
63477	FIODLBV0V8S8CK0R33	4
15942	78WZD0ZVI6W6CVZFXP	59
21366	BJK2MWGC90TVLRMK23	46
39376	1VJ6K7A7QA9JMPMYL4	92
42984	05CHLRVAZZESURODRL	32
30303	DE92AUR8X1GXXR5CAZ	94
29638	3NXQOTXS6QWQSCLZ50	67
50665	JN2E422A0G5DD78KX0	1
51195	JP9QCUSLUAAZB6H7DM	66
50842	RBQXMMDN3HP0WRG50K	32
37972	NPZIB9TGHZDCJ8ZVWI	32
98163	6GA9BK403FTS8R25ZP	80
99600	ODDZHTXZWA9MBPAQ7T	22
10608	JXCONRJ51MROHZJ6LE	46
29620	9Y19CYC4O5GYQ25AII	52
17506	WD18KPLTVRWWPXGVBL	12
5116	SL78UI65JI5CX10DUO	15
89851	6LQZERLY0OUUMO52US	8
29996	I04X009QJBGTDO6WN7	11
27977	4QX2S64YUY7AMW1ENU	50
94500	3JIUI2OBMEMQNKWK8V	14
18969	5D6RIM9NU5WIWBCWMF	83
94706	1O74ABK9XJE40K6Z1T	41
95357	BVERRMX6DMGMRB6WRI	38
85025	MDG1Q76A0TXRPBWUF6	45
97512	207M9OO9CCKBHED5A4	59
48143	ZVX5U5W5Q87IZX9270	39
11989	LBV2UUBHRZT9IFLRDD	31
76764	KD21QV9YMFZZSV6KIU	30
88392	5A4XB1EBKPO28LJ66V	36
23742	UBCT67D5JK2OAZ8SEO	26
18828	MMEFYKIK3BN99SHJ1D	25
47250	0PB53NJSAFRG1NAZXU	31
36476	6IEXORQPAVQ9PSXWZV	38
94412	V3LIBQTLH1SHKYM4OG	47
17821	Q2NAZZRKH11UY1Y1L4	58
27088	P0UDVEB2DDOG0RXV2N	61
88136	5LQF763R2JX7WIK7ZA	66
23546	DQ8Q0707SJXZR95G9B	23
83558	2CS3NOEZEPGPD6LJEC	40
91895	8W3XTQRZ8B27EYBYBD	23
79443	MUFAND7E80UY9DWH8C	12
46038	GVCM169I0W8E64PC13	98
33541	MLAVFKSG5K2QKRU3DX	67
98905	K8BQP0JCQJSV9GTPQY	5
98566	0ZDTI3LDD0AWBUTHGU	65
57189	2V8G8VHEWGHUPMRF5B	70
66141	6VVG1O6XQFECDEHNOI	41
14489	QNL0JQ6AE63P31Q379	91
89932	D451OL6KX19AA2L70P	85
75292	0OW85OLSTCVSLF6NWH	94
15442	GJNOF9DQFNL76G7ENS	55
26031	CG8HDOEMFGPBJLX170	82
44367	VGFMW4U0ZLNQVYU19S	39
26113	SNN0JKUV32LXIQ0RTS	49
41832	UJHDGITX6CX32KO5TJ	94
7457	FKPVSZW4FJ2X3A4A63	51
25281	FBGV6DQ4YX5XFO1W7M	89
46542	2CDKY9RFKZPCC0G57F	26
17159	XMW7H0ZG014MZRG66L	36
90283	724PDX68KQGOKM0IH5	25
95120	YJWXJCQE8XQ1G28GV3	31
83406	6ETZU2A47KONY06B6N	43
8153	05AVRXW8BCGS5J9YQS	7
47863	6ICXI8DT4G30FNJGDK	33
98799	YSLKMPVRFHC8BJ8MQX	12
26494	P6JO2NFP0Y1DQMKW15	85
25514	YYJR0VFBUSGC66DOXR	82
53669	QM7O5H7IOFBYTOMRXJ	36
74771	EO7DAWXW5C7J48Q9RS	75
85485	LZVBFRGJQV871ZV2U0	11
88487	W7DAG11MRJI509N6DV	25
83812	XMR0YWSW6DMHAR6Q2T	50
32755	NL9W30ZF8BTG9Y8BIC	57
79867	O4WVWL6H8CYPQ1ZPIA	56
59743	96T8C4TRM6K6GMJ93M	47
63382	OAK4SOWV6JO1VZTY8Y	51
72327	IQ1IG40TL914FVIP1Y	97
62845	UNPZE0M8TRXQNN6DIT	91
67492	IANERQVV3P74H0VJBX	43
39920	AIZ85IJEWB1J99S9GZ	31
48234	2EC48SV3F0YZ9TSF3W	45
88023	HU97L921J5RMYCJK6P	26
8874	CPJFWDIWY24CEW3GFI	26
17526	9W1H1NPZPE3AUGHEN8	92
79256	CTGJJ4OB0OGRKTO1YA	91
53920	RN6Q2F9W90OE45TITC	2
37767	YX1GUPD5BZECIQZ4ZG	12
10531	VNKLHB1ASIXFQMC3MJ	16
28912	7VV4B05QWAQCO45DHS	15
30401	GFYEX46EMMI4DZ7HJF	22
3857	ZIACE07W4M4RX8DDQ5	56
12703	TJFAV5KC93LJDO7UK2	42
80210	GNEGT0UIDPRKTHX6VG	18
33333	T6RQ6J443Q9YE71E4B	22
53314	SD1DN1NRZY5FP12HRI	54
29958	98HCYK70G842DEST3W	9
64833	6LXCH8I2NCKASYCC2Q	66
51498	6DPYIC0R6AE4UUS7SN	35
35351	MA0X63NZ0E5WSA570O	40
54151	96P4K2SA8FD4JQQBZ2	14
86401	4VJ7U6F46XPJEQKOFW	6
36767	I86WPJI3K2PA13NKL8	33
25516	ZBWVAGK1W7TVG4WHQ1	32
37794	EH9WPKGZEAPAFDQOR2	16
20473	ZVXQ6H5JIPCSRDOO0X	73
64259	7QQUSL6LRKJUPWPPIZ	94
12225	Y7Z9IBJL5U3LYZ8AAK	9
5865	QC1PG1T1WZP8GQRGEF	80
59922	UR6KF895SFKGF3FKEI	15
93916	VDPKRHG8F3E773LG1D	22
82648	9PCESNCZZ9SXCR916Q	59
84863	9259VUT3M9QFHH9166	64
60535	TPBVU34UEP3BVP62B7	29
38077	I76B1DS9BHRMKCEUAQ	79
11603	TD70YZ45UJ08GGW7UH	30
1307	7HMOADTWBFZKV965XK	66
43827	0X5X20EWRL3502B0JB	23
91565	0ANVWZH6P7PA93C78Y	92
57882	OBCMVA133VYMPBEMED	64
86853	CRCWKMMRO4O2R6WPL2	59
17685	U14YQ0EQFA0DZ86VR1	85
76679	I5ZSSV6095H9T677B9	43
2611	0TKHEV7K4QSNBWN1Q0	53
37752	GVM5MMD5QTHAL7O7K8	90
8206	Y1RS2BXKSGO58DT2WV	44
5620	XMFNA2VQFK759VJMF9	72
44744	6EK407ACEMLFDGLQBW	87
29374	4PW6JUIIRF245WSB8H	88
91984	FUV2TEHLDQLB20CDOK	36
48882	TWO1BUVOONHQGRXO38	10
9444	KRPQGNXOC9E8XU1P7R	7
33047	778ERZS5C76F0UH6JW	27
43121	UVHV8OGTJT3518ZSLT	38
528	A6J2UVQ24ED8CHCXVN	87
46901	440PWNPDELLDEGBK3P	80
46257	D7V544FDHDEJA7T6JM	41
79110	PTDW6EEMPK82FU6WAA	9
62703	UXQFUBASWELV4V06GP	46
84907	485KQVX2RQ81BYR0M5	9
69392	F2N95JJYEUOZBYWCFB	27
12712	LCEYMTPJ8QOICEWP67	94
22050	9OOHNKA7YT4IRULKGS	97
23223	S982R33Z31TE0W2JGU	21
25479	462AX05R43O6BA0Z89	25
57041	YIJXVY9F6OOB0VLT8L	8
9646	A93O1AQN2AZC224HRE	72
32685	5K74M6XF8KZGHZMYP8	8
86909	U4IGNZYTE06GBHNVHY	38
50079	1M6IRL99RRLFJIP2MW	98
27402	P7B9AEVQX6G3UKOIUR	58
54658	1EO6ZJD0MBK0XXE30A	5
91881	WVF1VNTWPN1GRKTLMJ	46
82736	OUTTTSGYQYNL4HXMJZ	15
40416	TF8EFQ2MV0RCHXOPAY	37
78733	IFXXLTMVE9FV28KZZ9	7
40566	9BYQEW7YUI8ERPHTZ7	13
50980	8CYANHKZH9WQBVJLOH	55
4202	GMMS6A3ZH660TB9EYO	40
15945	U8BKLQ7AU2EGIZYQJY	58
50303	87CG7J5C7INXERHBIZ	14
59582	H5H3QRP4B7S0GP1STN	78
40693	7BD4MY86ENK3ABEY6Z	78
68113	VU70CB0NYJPD0A6CCB	76
52115	YPLJW15E8CF2EKAVNO	50
56930	EIV86QKLLMQCJAY41Q	77
60288	HGB6COE3GBJ62BW2O3	97
53251	X0PFDY97H43SLLKL89	90
88946	4PQTNMHC9GQVWRDT4G	53
48856	PRDRKF9SDY52V3JS11	28
48413	JBITZ2L23MY7KAFKY4	41
82301	NXK76IBSTLW1NY73RU	70
21869	8DAEMHQA9U272SV0TT	85
58407	NBNAPWV2Q1BVUY6F8W	8
30511	JT1N0M5S6QCH9TN7DS	89
72419	5F124YUGHCQKNII213	80
59593	OVL807DZEJI0XXRHQH	68
27802	AZRD4APW1BPEBK1L6G	84
84650	FM5P6OKXPM25LTKD2E	82
25942	SZL8U7QFPYKEUVXE2Q	12
82588	QN1CNNX52EWF4YKGU5	4
3390	FYXJF9SZ68KDY1ZW2D	37
89782	YS33SQJETKN0IP20EG	25
48061	HFHDFLW5A0XDT26W9W	19
3374	QD8D9G4YAITXTG0X00	34
42081	FKKVWEPI889LF4KNFV	4
12172	Z2KMCVVKL08RYTB610	63
87200	C0DHJUVD7L93Y8U009	99
89561	I3RJW872R3SQ7G755K	86
43508	3YGXAK0FIAN4ULKH9O	76
93014	B5M4MJ4SL526WRR6BG	52
34599	50QBWOTL0LC8IH1OEF	86
31465	GE7HMR73GW8BSFE01O	50
31626	PVLK3JFCPMA7CIO005	39
94099	7N4CX6O7U2IGEM2NHE	2
97087	VYTNB6ZDIXV22J8BD4	51
38269	AAUUI4PBM332JY1BNS	76
3350	CTSHZLN7GOZ79UNIW5	76
74960	N08X6Q0WFIMWGWSO1K	80
82228	FNBB9N5Y2516ZP6D36	93
60547	DHE8LFO4QCTYA8E0H0	15
5008	2D71RZWJ6JGR9A5GQ1	7
33711	NVLZSAK8VTTHBKOB9L	38
29976	7XLCHW9EBXJ2SJAEJE	69
21631	AUGW84PJCCAB28LUOM	82
57712	OIE6T23G4LB9EZX9B8	61
70499	4G2A1145EWM9HX3CVB	73
76986	IR0CRPKZWBXIFN6FI4	33
77508	TTHVS1X57ALDX6UT5T	13
90097	5ZMTO5YHOQLSA4UTEN	75
78834	BW0E5AF8EWD9S3RMES	5
99919	03MANPXAQJBPWJOG3J	37
85848	LGJTR5EYX2U8W2TQL9	82
76879	Y96HZWOWBCOJVJ5B6A	52
61041	PT4R4JRPGBTNPJJB4T	16
35245	6YT9JODESW2VVPHQKT	16
15284	6IFK7Z1G00VKSRBU7Q	14
40201	T4GSI4IXVKT5XS5Q3C	9
66507	OJZLEXDNYLY3MGH0DI	10
2218	RJO7L99F34K8DA3R9Z	21
290	P5I7OKZSE04L0XU9MT	10
25023	ZWUQBE2G8MZJQAHCI0	74
38714	WMIUHQM1Q8WE2ER0QF	56
97281	SJVLJ0NG0JD6Q57E4U	35
86973	0TJ0WEHC4T5428QG3J	5
25044	Y3ZDJBQXSF5SVB8AXV	51
76588	0Y24ME7Z39L9XEO020	31
60204	GJUOHMW26JFHROQ85R	83
42259	XZ888HG4U26R2BTYG8	9
65836	XZKH5KGHIWGIMXUN7Y	98
32062	ZEL4XGXQBHS45NCIS5	0
39242	CS2YNCKC3VZGZEUP2M	75
18278	B19NZLE7HXCY7QFDQ6	99
58415	50MU2TOFOXQLW5ECEC	37
33828	DZ91O4FTO0Q46ZFSV5	7
19450	7QPT7DVS17LLXDLD75	70
86630	XL2WIA3DKNZC1GXNGA	57
80932	BKE8BY56X661RW4HN6	22
90271	N8TEQCOGNOUC52DMB9	66
77406	16RG21IIDOAAYELZYL	28
36440	3EUT39ZO1QQQ9WLFG5	90
73910	05BZTORM6UB7AJF6IO	57
17956	0AE330P04GIA5UH6WS	36
64153	01F0KUR2ZS76O2PQT3	80
12178	2YNNLL8F80LZFHKH8O	18
42226	14A9RWBIPFRP9AIPQJ	2
763	1KXHATBF7A53RB1FKI	80
71153	I3G6SV0NHRCN9PR2WR	34
24572	24F0QXSRBQ4RQPLRSL	91
36774	ADE5U2LRF0F4MVWV37	17
77597	LILKIOYGMVKSBNCJRP	5
79341	NOWCFHBOKDTWMUDMFP	96
19951	6YAU65X78WLKG6KFDA	72
34724	01DEOD71X72GKLEWLS	71
7957	4VM32H7M1W7EH0ZK4S	98
9558	D9VT71F1LWSMXBZXB3	35
65273	5WLRXRNETN6WKD7842	63
14268	U2KJLIS4HUNP2AYY0P	76
49376	MLO0UTVKXIQE98DOAZ	17
46554	XE563BHYXJ2PQIUL6M	97
2871	2PZ85L5ZI5K9DMPIL2	4
81925	L61YLM8V2UW4LWLKYF	48
35372	4CNY7FYDTLP3JULQA8	8
29860	VBUZI9X4MPWNGYQCAO	53
85914	III00A95J8PQYCQV2R	2
97908	AHNSVZM0WACQEHWGCC	83
87164	YZ4WBUGM0YBLHY3JZY	85
9541	LLCTR0LRR3GZNUA548	24
1826	QW18CN8EKLNYFTS069	51
57378	TOBJTH74ABP9754QVY	71
33281	8UGPEAC77OOGTCVUTR	71
8974	SH4RLXT2F4AZODTV7S	8
3973	I63EPL00JG3PPNJM5E	53
12905	YWGF230A8MEHTTAXEW	83
48418	S007IB2UB7GYA1ULAE	60
48243	T8XZ4ZP7H8JGRFFTJS	57
12936	8MK3FCI3LA05TC1QFA	84
65735	HVO5AGF2M9BQK4KKFH	4
52533	1RLI6CXVXWZ6J4YNG9	73
54632	ZZH1M82KX2U7UK1HWD	25
15972	9ZKMS2JYEZAQC5997R	44
97146	YV1ZDEHUYS6EZ29S70	53
74947	VBBAYHANX5ZZHUMNVS	61
59559	LMW25WFB98XIS4U1TZ	9
90370	FYGIRSZFVFVGP970AF	65
12994	INN4HR3XYLY4METUU9	20
51943	FXKGE0AIFZVYUW4FXY	39
8072	IO83XPKU82MREBISCC	68
62655	YKBNT199KQSR9IJZ2T	15
90370	HO8X5A7NJ26VBPBJUK	15
64431	1DD6KCJS61DTX6XEVN	79
43239	M2S35HF38EA9W8VVI8	88
83912	W89F48RAW2PVVZRE5Y	42
11231	Z8OSRS4IWLZFGNYYUI	74
83609	46XN21WCXTTP0XEWWE	82
46786	716D263JL59E50Y7Z9	46
41310	KJTBU3BDC72PA9ROFP	72
14334	HY8280JPPR99P22OQY	17
95511	7AQKE8CNUV29R2EQRT	35
45784	I4Z95KBTKWSJHDXI7J	84
46547	BHCHZ9PMEPI3REG8ZF	60
61098	41LJG8XOLKYURUM3SI	12
25483	G00HB4T4MVHSREZ264	82
22858	MCOH4U5Z71WSIHCLT5	50
92555	2M044VILJJS7OSLXDO	2
55371	EPDLQ3K4H8E7J7BCMK	73
69739	WZIYQO11IQ31506H0A	57
55356	9XZOUHZHESAW4MW6CJ	27
60380	TZEFP379L99DE809S6	13
64623	F5NU4P1A9I4UI94HWU	57
23485	2EF8DFKBNI60NU4PAT	62
32629	LPIRMUQAI7VK3W36YC	38
72397	A65VB4UO1T67PH4PMZ	35
37348	OW9DKT4GSME2DKO33A	36
827	AKN5GTU2METR3413WJ	50
91482	4T3OMCDV79DTYLQ1F4	0
74330	74T5Z5DOVDXIEM5947	33
22587	ZZD9OPWM0XCY9M0G0S	52
59984	VO294JFRI17LHEB4KR	50
31510	P9X6PDJUGM31W5D4C7	78
91310	U24JSGWUHDRN7TS5QY	82
74759	F56PY2OTCAEA43RI7A	91
83353	4CVOKC9PN3HQYDC583	94
89749	QFVJV7XQO13OM8UZA5	41
11046	XRTKSIQ32FYYEMG94I	50
25307	KSUCVNPPDTO0OBPQBE	67
18149	VJUFEQDN81BE9CXWBG	27
27748	8PVPRZ0MM92WT08J9T	80
62260	LB0IXGKUIYKPG5C0T0	69
66575	GODNF37DPE3U62CYVM	59
16949	0Q2EMBU81TSWQK6IOB	70
36307	R3BP4HJMNZMHH60JSE	82
27354	WWCJ2YW95613VPHB4W	3
32923	9MMGUIRIDYHT5V1JUB	96
15292	T038MZI648D7ST65HJ	8
94418	YOKC4KSKAGNBQZZS9T	85
12074	QI1ZY12CRD8MZZEZRE	78
29722	9YK9DRG8A7P0VK57JL	34
23487	M41086W745DMJDJW0E	62
6774	JZDV119P6RCDTX03S8	35
74668	IZ8AWG586O1UZIISX8	9
63144	VSZHGMAT94TCAU4NFV	94
18421	RTAMYO8WJ2P0W243O3	80
11765	WMH5751ORY8E6AA77O	65
3416	AGCVXXV9VF0HDHVLVY	93
76516	A3XVKQTKKOS2804V8C	48
58759	LPFXLD031IC3CHNQL9	23
75365	UFMTJ6AS6BSSATSXFL	24
9431	OAKOTMY9B5B9X63WE6	56
57070	WFE5B3EE8LRRJ43MIA	36
87761	W0QDL1YFMCCOUVVVRA	13
33569	SYYWVET190DNOCQZKD	87
1957	CKDMJU5C4CA58PZAXY	67
71081	Z6XXN9RX57UOZJKSL5	30
16223	4XPPI78INXPKC9FV2I	93
8899	EP687T9SMST9HKCJGH	92
17906	7R3WJWA3JRXJEEOA5B	41
33818	UH6BBFM0PWN9FEIEOT	44
90704	QLVQEOCZ5QJ49T4HJ0	97
51594	PZXU3MDK6EMFDFEIXK	27
41372	PRX4VJWP6S6GLJLPMU	8
16582	IY0G9ETZ1X3Q9SR1HX	24
66134	AEZC6MK8RE70N96FKL	50
98614	735NQFSSA0SMTIR0D6	61
96277	UUZYQE2QY5HZ87QLEI	4
9912	8G6QLCQT63RJZXQ62G	4
51764	6YCIQGKGN1YHR72LGN	56
71622	D7S9Q974N8JFC4RTMA	94
76995	GL7O0F4S5K2UFUMSB3	97
48216	GELBSFNKAE88I7WV0D	67
49342	BN9NG2BOJCP9GDBLMZ	0
88160	5E0J8PK0EFIM1RK5XQ	20
34362	NDI0VIUATKD6JKFOQX	19
5172	DNS9OJPT31SQ3NI70F	67
59291	ABI7YQ7WPJQB5RZ7C7	7
88009	DFD5WGIQP34F4EKF5F	6
46532	RQVSE3MNICDCSDM44U	94
54554	IN85FOFLJUXJGA9QAC	19
45478	ZKDYV2BAXS0GX10ZUH	77
61704	GVVQLL38XBGVAHZEE6	66
94489	RDLI2EZ9GBOJ2F7KGS	17
87483	OTEK0FALQLB4O8NV7G	31
3656	X0YFVLTSPP28X0F4DH	33
13991	ZHN91AYUC96H76OT4C	56
26438	PIF1LUJCE3UV1F1IF2	0
51562	9KFVXEZAFMMZ772T9Q	17
31359	NJGSQMKGU0LCLABG3Z	69
53969	WLT5WU05UJKXOUNHRG	72
57450	Z3JQ3AGCI0LCU3T12R	67
97979	DUKUZSD3HFHIONGJAF	60
54746	N8PIO7E1UMJ1WMRNFR	80
3413	212UHB18Z2D4OAJN51	49
86324	1XFW2AL4DCLG7LW4LY	46
2628	4O2G6VMZZT0XDGOWUO	96
65371	GRB4Z79ZBAM4QFIOAW	66
8097	SW2W72OKSYQ7N9W535	81
92806	3TDMX0IUM1PDUMQ9E6	29
21918	6Q22ZEPJABDYIY0FH8	99
979	PIF57N08DG9GP29MYC	24
23303	GHM3D4QZIVCWA88XHT	29
2644	5XYL6PGJ5DKC4X9YC7	31
79684	T48NL74F4SFS649QEJ	48
30312	PY18JOEVAOWSJ10FYK	26
1338	2B0KCX7GB7WQARCGTA	28
10661	YAR9O30Q5J7F78A3BT	12
86738	3AOWMWFA2B375PNFED	67
44785	3FVK24B5GM37SX3PRB	46
81	3644F29AQABDE4QF90	88
70192	C01F6R35WUP821PUBF	77
59078	EDYTQTRS6JA0TD302Y	29
90296	69S3PYZD8NWK25SKCQ	88
86147	SCNSFX6THYACY4XXW4	30
16032	55QTP2TCJMEWD37KIK	76
28963	LUUC054J4QYZARHSA4	31
71415	CPKL8AQKK0G3WIOR90	13
87817	QSBSTKXPYYJDF5EG6V	48
91217	VXNF2OPFP1MA6IT1J5	18
18025	9EXT7AWUL3XFG85P8C	47
68699	DFQR06X2E6PEYQBEJ6	98
79584	RF1M7JHUMJ82VPB52Q	46
57200	LGYENQUYAXXWA97DQL	23
49501	2AAZ99O4JZHHFEGZ8W	76
40420	4ZXBK3ILC2E77A3131	28
79747	W52CUKAUEBJQPUAAN8	87
45757	H0VDZ2WTFN55O9NPS0	54
97927	FKPBIQ92HR0U5LOQKG	53
35778	4N5D1F94W37BQA2V81	19
70292	DIMEW4XXCREI13LSQ4	40
3948	R5EU3YWQIYHFYBHG97	88
11918	M995AOOF9U1Z6QDKNM	34
47801	JM9AA6HZF1WXHH1TRY	61
13043	Q92DI0E34KMCZW7RZK	69
52287	SCAQ6GY4BEYNUHZCNS	15
95069	W31KECA2GR08VC7C7O	28
94397	HTIN7HOUV2DVSHVVYY	73
1445	AROY0AQFPXE4LDZCH8	36
54317	UJG1O0B6WMNZN37M4O	76
59490	NT7LKQLV9QQ1RZW4M0	55
62582	B225JL4O0NV7HOKD6L	86
82702	TVZPDHLYCXEK3JVN76	59
84190	BMMUZ7GIUVNPIIK10S	46
70441	DXVK77FYG26BRV884H	11
96189	ZULXHWNKWOCC6ZFDC6	47
42615	UI9GEI9QBJMXKHB50O	75
11117	6TXH39DT3Q4KTB0K67	59
78276	8VM5299DVG9AORF2DU	93
7485	GURPP7NGVISHKNETQO	54
76488	GHUR0UNBIALHTC6V6N	9
20036	ZB1ZTRZ0FI32YYGM7E	80
64646	MJYUOU6W72XBSSS5XC	13
93266	V65Y7UGDVKQA6EMOUI	75
32558	RTI8AFR64JC16DX61V	34
72418	M2PZTXOD1ZYYKTSTSC	90
94914	ICA56XYFM62TA6XMNX	0
87788	HAVYT3KTC9BMNK0D3G	76
11894	2TOD9HX08FVGDWPBYB	4
35000	W3CMTAI9IWS9UMMQ8L	17
60304	NWP5NAVOL72W0W51UJ	49
41133	EG7AF4RIIPEYAM3J0C	36
62159	92UXKR9LQQSUCY1DBE	24
29799	KJ0D2MBQ71KCUEBCDV	61
25353	D8M81RRCMLEK41UFN9	81
5030	A3U09X37JIOU8JC2S7	34
89260	FRLCNYMDU9X1R2AEKJ	11
93475	HMKHRL9F5J09L9AJMO	97
49285	IR0L475FWTQ4J8H64M	88
81502	XDD5KC33R9SSXMH5NH	25
25119	809NHWA2DVIFZL0N8S	55
86162	DQYPNM0GJFH4HQZ96P	74
21412	OJJ5XO1GSEA5MGNRKN	43
21578	58OHRMOB8Y1PNH6NA4	98
96415	7U2JIAWBS1VISK7XTT	33
84493	KERUOV0I17EO9644MZ	11
12257	0DTDZWRTW19EL404TS	25
53685	5XTX0XJHAPSMBJQZOS	75
94626	1B33SGB3NXAEQGWZPR	30
35646	GTB3XPTVQ2EKKDM7TW	91
56864	4M60R5X1TD82PW0Y8L	4
40089	EWDPWOLS7UC15G005B	92
67971	V2TIJAUUNBN7BUHWFZ	0
3712	A08EFG1CKAB9N1G15B	32
11617	BGDCMNPU4UIR1TVW0A	87
99428	ITUIU6BPQQQCA2P6LH	17
46364	LDG7KAJLQ5FHQ5G4WZ	19
13986	G56J70RVBTE01SG1SY	8
59977	RYZGH0DWR1NG5UR3RR	15
14516	2DPNHKSBNOFDLJJJHX	89
45645	99TBMZ68X8F6AWIIJ9	94
34595	8ODBALCWJBP50VOGIW	99
83584	41NNJUKPAV9LSH6BZK	80
86267	FIL8T5KXX21TGHQHQ4	62
95219	5PXKN5Y9VVGCTGJJHA	77
87319	WAWCLOCFLEVZP6204Z	73
37677	LQO7OTFFYMLHJY79HI	55
6043	AZVM9M2EJRU0GQ6OOP	72
49969	F6RWKP7C09FK4M8738	67
36000	J9OIDT16KE7N8PS7LZ	31
17628	SWVXFSXORTDJNDHQ2Z	3
21513	V7MIB8P8H43I2GBWU7	89
69482	MDRUECE5D25DVB2N3F	23
11381	IOUV7PBYIEKFLJ1ARR	15
45752	IMTVO5C46FIJKXNUIS	6
7854	DAHNWCVEGZ7O5WXN4T	71
22660	BJN1WMM6NJ16S9RQ3T	48
19934	C71PGDS2UZ98NDWFIS	14
87312	ULLZR39B4T4ZVH6Y9E	90
91073	M2O0M4S79OFE7YRWZQ	87
88358	I720WK6MXYZ4QBXKAR	2
85365	G0RA4OLNPPFKWTE3A3	75
73845	4RT7ZRISTJGDIKAOWA	42
88269	S04F7VUTGRAK1KODXT	22
33338	MQAY70HXEF4FI1QYXH	8
79206	GFIBBLFJR9FICD8933	38
95258	EB1ERG9CED3Z2MSU29	20
20657	F2SO80EO8GQJ9HF7RK	8
57451	LSVOR2OYNMTYS7CUKW	98
63535	BUO30D1M81X3R7HTB6	84
86770	2VMA3PBLCXMZD27L17	6
89051	5GPP3LX0GT3U8BVQVL	70
57351	KRF75O53JUDAT2XEKV	38
59744	U3COI2YT0RSP7316SV	99
3542	2OMJJFI96H124N1S7B	95
86379	BMCA1K36RJ7LR6M5EK	53
31358	LVSRAXBMPQ4R3V3CVQ	28
99484	7198YFAN21E9RVS6RX	28
36476	XE0Y3LK08WBGWYJTZZ	77
23062	SU15QOX7MC15DJ32RI	94
76578	S4CFHV1GXK8G5C7ATE	20
46422	BNZZ3LM7D1YX2JU952	86
3104	OC1I403NYUUW4T1DQS	26
93984	09NBYIAC3VLUCQV8MS	90
60260	H2CR7J48FFFK9R5NNE	24
49972	BI9PYU98S3EYOTZ0SV	34
80862	85TMNQIKUYROVHMI7R	80
58720	GR4UWMQZSU9PO5N5TB	89
82588	2OGXH1WWK40M0IPHH8	0
31695	V4GEJ3KS2IXZZWDQDX	91
37205	MRN8IPSW2IXJQ8OSJC	87
